Durak No,Type,Durak Günü,Longitude,Latitude,Paket Adedi,cluster_id
1539,Pickup,Mon,29.1911821,40.9191391,1,2
1540,Delivery,Mon,29.4352199,40.8435345,4,6
1541,Pickup,Mon,29.2166509,40.9163494,4,2
1542,Delivery,Mon,29.3764521,40.8224758,1,1
1543,Pickup,Mon,29.4668194,40.797088,31,6
1544,Delivery,Mon,29.2007427,40.9158882,1,2
1545,Pickup,Mon,29.3149611,40.8171548,1,9
1546,Pickup,Mon,29.3149531,40.8171959,9,9
1547,Pickup,Mon,29.0990032,40.9978544,50,0
1548,Delivery,Mon,29.4353907,40.8434364,4,6
1549,Delivery,Mon,29.4352893,40.8433821,4,6
1550,Pickup,Mon,29.4668105,40.7970882,5,6
1551,Delivery,Mon,29.1792199,40.9169125,1,7
1552,Pickup,Mon,29.2282127,40.8867074,1,2
1553,Pickup,Mon,29.2976306,40.8170976,1,9
1554,Pickup,Mon,29.4358347,40.8404469,218,6
1555,Pickup,Mon,29.3756119,40.9015197,14,1
1556,Pickup,Mon,29.4018908,40.8888163,80,1
1557,Delivery,Mon,29.1284476,40.9234831,4,7
1558,Delivery,Mon,29.1355252,41.0084747,1,0
1559,Delivery,Mon,29.1310215,41.0082311,1,0
1560,Delivery,Mon,29.4343023,40.7954227,1,6
1561,Delivery,Mon,29.3272809,40.8709597,1,9
1562,Delivery,Mon,29.2186258,40.8839782,2,2
1563,Delivery,Mon,29.2204248,40.8858919,1,2
1564,Delivery,Mon,29.366196,40.8532686,1,1
1565,Delivery,Mon,29.4389543,40.8581093,1,1
1566,Delivery,Mon,29.5546913,40.8120611,1,5
1567,Delivery,Mon,29.5268674,40.8009784,1,5
1568,Delivery,Mon,29.3336812,40.9316518,1,8
1569,Delivery,Mon,29.2836196,40.8617218,1,9
1570,Pickup,Mon,29.392221,40.9514942,5,1
1571,Delivery,Mon,29.2330215,40.8779249,1,2
1572,Pickup,Mon,29.1065442,41.0252937,2,0
1573,Delivery,Mon,29.4153436,40.7937141,1,6
1574,Delivery,Mon,29.2663648,40.966915,1,8
1575,Delivery,Mon,29.3359844,40.859964,1,9
1576,Pickup,Mon,29.3250707,40.9374102,6,8
1577,Delivery,Mon,29.4433791,40.7954525,4,6
1578,Delivery,Mon,29.2848951,40.9092327,1,8
1579,Delivery,Mon,29.2561935,40.8973689,1,2
1580,Delivery,Mon,29.2577687,40.9132871,1,2
1581,Delivery,Mon,29.2904081,40.9145153,5,8
1582,Delivery,Mon,29.4406954,40.8389816,1,6
1583,Pickup,Mon,29.4385261,40.9275491,3,1
1584,Pickup,Mon,29.314996,40.8172239,5,9
1585,Pickup,Mon,29.1238625,41.0232108,1,0
1586,Delivery,Mon,29.128342,41.0288325,1,0
1587,Delivery,Mon,29.1834375,40.9039868,1,2
1588,Pickup,Mon,29.3149816,40.8172048,3,9
1589,Delivery,Mon,29.2222377,40.8965272,1,2
1590,Delivery,Mon,29.2407875,40.8895768,1,2
1591,Delivery,Mon,29.2187991,40.8886279,1,2
1592,Delivery,Mon,29.1639745,41.0159603,1,0
1593,Delivery,Mon,29.4193789,40.8155926,1,6
1594,Delivery,Mon,29.1780379,40.9965182,1,3
1595,Delivery,Mon,29.1650744,41.0027159,1,0
1596,Pickup,Mon,29.1561308,41.0106888,1,0
1597,Delivery,Mon,29.2331287,40.8801717,2,2
1598,Delivery,Mon,29.0907492,41.0106177,1,0
1599,Delivery,Mon,29.3301882,40.9315112,1,8
1600,Delivery,Mon,29.3322463,40.9309432,1,8
1601,Delivery,Mon,29.308833,40.9278789,1,8
1602,Delivery,Mon,29.333277,40.9299308,1,8
1603,Delivery,Mon,29.2403371,41.0049356,1,3
1604,Delivery,Mon,29.3116171,40.927516,1,8
1605,Delivery,Mon,29.2898022,40.9114562,1,8
1606,Delivery,Mon,29.3478286,40.9209985,1,8
1607,Delivery,Mon,29.1774644,41.0419226,1,3
1608,Delivery,Mon,29.3795286,40.8848974,1,1
1609,Delivery,Mon,29.367363,40.8529542,1,1
1610,Delivery,Mon,29.3716674,40.8916936,1,1
1611,Delivery,Mon,29.3484608,40.8814758,1,1
1612,Delivery,Mon,29.3894279,40.7587541,1,6
1613,Delivery,Mon,29.4094451,40.780838,1,6
1614,Delivery,Mon,29.3666669,40.795886,1,6
1615,Delivery,Mon,29.4362626,40.7806549,1,6
1616,Delivery,Mon,29.4311028,40.7718346,1,6
1617,Delivery,Mon,29.4528689,40.7878095,1,6
1618,Delivery,Mon,29.3867671,40.8689296,1,1
1619,Delivery,Mon,29.1870209,40.9094739,1,2
1620,Delivery,Mon,29.2371661,40.892324,1,2
1621,Delivery,Mon,29.2240941,40.9138932,1,2
1622,Delivery,Mon,29.1783387,40.9145087,1,7
1623,Delivery,Mon,29.1596875,40.9030712,1,7
1624,Delivery,Mon,29.1966479,40.8864871,2,2
1625,Delivery,Mon,29.2726329,40.9261076,1,8
1626,Delivery,Mon,29.2891922,40.9185264,1,8
1627,Delivery,Mon,29.3765572,40.901049,2,1
1628,Delivery,Mon,29.3061458,40.9469129,1,8
1629,Delivery,Mon,29.2608166,40.972074,1,3
1630,Delivery,Mon,29.25781,40.9708348,1,3
1631,Delivery,Mon,29.397862,40.8560261,1,1
1632,Delivery,Mon,29.4117281,40.8297298,1,6
1633,Delivery,Mon,29.3814214,40.8829892,1,1
1634,Delivery,Mon,29.3974593,40.8880746,1,1
1635,Delivery,Mon,29.1363536,40.9914845,1,0
1636,Delivery,Mon,29.4136026,40.8403175,2,1
1637,Delivery,Mon,29.3953453,40.8911207,2,1
1638,Delivery,Mon,29.3116583,40.9274559,1,8
1639,Delivery,Mon,29.3002808,40.9326303,1,8
1640,Delivery,Mon,29.1723671,41.0314819,1,3
1641,Delivery,Mon,29.2074057,40.8847368,6,2
1642,Pickup,Mon,29.1115599,40.9827944,3,0
1643,Pickup,Mon,29.4311069,40.8006985,3,6
1644,Pickup,Mon,29.1584211,40.9226586,2,7
1645,Delivery,Mon,29.314918,40.8171652,1,9
1646,Delivery,Mon,29.1784888,41.0147278,1,3
1647,Delivery,Mon,29.1784157,41.0147571,7,3
1648,Pickup,Mon,29.4432412,40.79549,2,6
1649,Delivery,Mon,29.4331036,40.8422046,1,6
1650,Delivery,Mon,29.2913424,40.8652056,1,9
1651,Delivery,Mon,29.2953091,40.8671028,1,9
1652,Delivery,Mon,29.1269233,40.8682043,1,7
1653,Delivery,Mon,29.1269715,40.8682063,1,7
1654,Delivery,Mon,29.1269699,40.868205,1,7
1655,Pickup,Mon,29.380531,40.9034349,2,1
1656,Pickup,Mon,29.3417585,40.9072864,4,8
1657,Delivery,Mon,29.1402411,41.0004676,78,0
1658,Delivery,Mon,29.4328653,40.7943155,1,6
1659,Delivery,Mon,29.1657204,40.919257,13,7
1660,Delivery,Mon,29.15154,40.9995067,1,0
1661,Delivery,Mon,29.1355252,41.0084747,1,0
1662,Pickup,Mon,29.2014071,41.0069236,4,3
1663,Delivery,Mon,29.4385675,40.8005608,1,6
1664,Delivery,Mon,29.3944218,40.8847091,1,1
1665,Delivery,Mon,29.4271094,40.8400712,1,6
1666,Delivery,Mon,29.4302671,40.8409307,1,6
1667,Delivery,Mon,29.2987414,40.8476736,1,9
1668,Pickup,Mon,29.1230484,40.9522042,9,7
1669,Pickup,Mon,29.1498223,40.9152408,1,7
1670,Delivery,Mon,29.1016589,40.9724268,1,0
1671,Delivery,Mon,29.1090771,40.9795678,1,0
1672,Delivery,Mon,29.1118261,40.9792726,5,0
1673,Delivery,Mon,29.424012,40.8486493,1,1
1674,Pickup,Mon,29.1568596,41.0019653,7,0
1675,Pickup,Mon,29.1384078,40.930656,1,7
1676,Pickup,Mon,29.5018248,40.8064184,1,5
1677,Pickup,Mon,29.3007484,40.8478869,1,9
1678,Pickup,Mon,29.1539874,40.9989904,29,0
1679,Pickup,Mon,29.1288828,40.9737154,1,0
1680,Delivery,Mon,29.4352678,40.8435989,4,6
1681,Pickup,Mon,29.4668041,40.7970814,30,6
1682,Delivery,Mon,29.3277692,40.934444,1,8
1683,Delivery,Mon,29.3680924,40.8166715,1,1
1684,Delivery,Mon,29.3887237,40.7978022,1,6
1685,Delivery,Mon,29.4197262,40.8095618,1,6
1686,Delivery,Mon,29.3539016,40.8217011,1,9
1687,Delivery,Mon,29.3728041,40.8186526,1,1
1688,Delivery,Mon,29.3712389,40.8206347,1,1
1689,Delivery,Mon,29.2433407,40.9733046,1,3
1690,Delivery,Mon,29.2368325,40.962782,1,3
1691,Delivery,Mon,29.4541466,40.8242279,1,6
1692,Delivery,Mon,29.4542589,40.8243081,1,6
1693,Delivery,Mon,29.2351508,41.0012161,1,3
1694,Delivery,Mon,29.2281753,40.982012,1,3
1695,Delivery,Mon,29.4231726,40.8613258,4,1
1696,Pickup,Mon,29.4201668,40.7936931,1,6
1697,Delivery,Mon,29.3739878,40.8846863,3,1
1698,Delivery,Mon,29.1135468,41.0290067,1,0
1699,Delivery,Mon,29.0989635,41.0344417,1,0
1700,Delivery,Mon,29.1098618,41.0297732,4,0
1701,Delivery,Mon,29.1022513,41.0470653,2,0
1702,Delivery,Mon,29.1198239,41.0346667,1,0
1703,Delivery,Mon,29.1023796,41.042735,1,0
1704,Delivery,Mon,29.0976739,41.0387195,2,0
1705,Pickup,Mon,29.4431359,40.7955156,15,6
1706,Pickup,Mon,29.1243357,41.0225788,1,0
1707,Delivery,Mon,29.1657447,40.919338,3,7
1708,Pickup,Mon,29.1047373,41.0261149,1,0
1709,Delivery,Mon,29.2297812,40.8788459,1,2
1710,Delivery,Mon,29.3860557,40.816065,1,6
1711,Pickup,Mon,29.2993519,40.9092009,1,8
1712,Delivery,Mon,29.2244827,40.8933431,1,2
1713,Pickup,Mon,29.3252828,40.9374652,4,8
1714,Pickup,Mon,29.4433718,40.795476,1,6
1715,Pickup,Mon,29.1702175,40.9891494,24,3
1716,Pickup,Mon,29.4278995,40.7888687,5,6
1717,Delivery,Mon,29.2258678,40.8896554,1,2
1718,Pickup,Mon,29.1224838,40.978245,1,0
1719,Pickup,Mon,29.4667963,40.7970716,58,6
1720,Delivery,Mon,29.1168245,41.0320851,1,0
1721,Delivery,Mon,29.1158468,41.034514,7,0
1722,Delivery,Mon,29.2733839,40.864799,1,9
1723,Delivery,Mon,29.3073716,40.8912806,1,8
1724,Delivery,Mon,29.4344162,40.7953517,1,6
1725,Delivery,Mon,29.145315,40.9981641,3,0
1726,Delivery,Mon,29.2729598,40.8591666,1,9
1727,Delivery,Mon,29.2272756,40.8789587,9,2
1728,Delivery,Mon,29.3661576,40.8532124,1,1
1729,Delivery,Mon,29.3215534,40.9398705,1,8
1730,Delivery,Mon,29.3214788,40.9398299,1,8
1731,Delivery,Mon,29.4037645,40.8498901,14,1
1732,Delivery,Mon,29.2841852,40.8552127,1,9
1733,Delivery,Mon,29.2842419,40.8550549,1,9
1734,Delivery,Mon,29.1150725,41.0062931,1,0
1735,Delivery,Mon,29.2272329,40.8790435,2,2
1736,Delivery,Mon,29.3215062,40.9398541,2,8
1737,Delivery,Mon,29.2731264,40.9855407,12,3
1738,Delivery,Mon,29.2347164,40.8801782,2,2
1739,Delivery,Mon,29.099109,41.0252691,1,0
1740,Delivery,Mon,29.3238461,40.8778592,1,9
1741,Delivery,Mon,29.3149932,40.8170847,2,9
1742,Delivery,Mon,29.4324907,40.7984311,1,6
1743,Delivery,Mon,29.4326357,40.798599,1,6
1744,Delivery,Mon,29.1785656,41.0146827,1,3
1745,Pickup,Mon,29.4432292,40.7954911,15,6
1746,Delivery,Mon,29.3149318,40.8171944,1,9
1747,Delivery,Mon,29.1269601,40.8682113,2,7
1748,Delivery,Mon,29.126835,40.8682976,1,7
1749,Delivery,Mon,29.1268238,40.868301,1,7
1750,Delivery,Mon,29.2045428,40.8847449,7,2
1751,Delivery,Mon,29.4319566,40.8004492,1,6
1752,Delivery,Mon,29.3149226,40.8171594,1,9
1753,Delivery,Mon,29.314971,40.8171829,3,9
1754,Delivery,Mon,29.1783536,41.0146915,1,3
1755,Delivery,Mon,29.1783614,41.0147059,3,3
1756,Delivery,Mon,29.17852,41.0147296,1,3
1757,Delivery,Mon,29.0861335,40.9891237,1,0
1758,Delivery,Mon,29.2324359,40.9930946,3,3
1759,Delivery,Mon,29.423861,40.7933734,1,6
1760,Delivery,Mon,29.4248988,40.793623,1,6
1761,Delivery,Mon,29.3366938,40.8837134,1,8
1762,Delivery,Mon,29.1250861,40.9946839,1,0
1763,Delivery,Mon,29.2105048,40.9096973,1,2
1764,Delivery,Mon,29.4335765,40.7955298,1,6
1765,Delivery,Mon,29.4388934,40.8580978,1,1
1766,Delivery,Mon,29.2175057,40.8796788,1,2
1767,Delivery,Mon,29.3215492,40.9399577,1,8
1768,Delivery,Mon,29.4388889,40.8581452,1,1
1769,Delivery,Mon,29.4389345,40.8580857,1,1
1770,Pickup,Mon,29.4243481,40.8473585,2,1
1771,Delivery,Mon,29.5098213,40.7883298,1,5
1772,Pickup,Mon,29.2380086,41.0137305,1,3
1773,Delivery,Mon,29.4352916,40.8434122,4,6
1774,Delivery,Mon,29.4352712,40.843561,1,6
1775,Delivery,Mon,29.4354988,40.8434831,4,6
1776,Pickup,Mon,29.2297496,40.8918797,29,2
1777,Delivery,Mon,29.5432225,40.7871241,1,5
1778,Delivery,Mon,29.3305992,40.9339122,1,8
1779,Delivery,Mon,29.283569,40.86178,1,9
1780,Pickup,Mon,29.2106488,40.9128457,6,2
1781,Delivery,Mon,29.3404377,40.8619765,1,9
1782,Delivery,Mon,29.2796624,40.8244528,1,9
1783,Delivery,Mon,29.3150221,40.8171878,2,9
1784,Delivery,Mon,29.2964318,40.9191374,1,8
1785,Delivery,Mon,29.2990715,40.9172899,5,8
1786,Delivery,Mon,29.3072943,40.9172587,1,8
1787,Delivery,Mon,29.285872,40.9138334,1,8
1788,Delivery,Mon,29.4406954,40.8389816,1,6
1789,Delivery,Mon,29.2929766,40.8571952,2,9
1790,Pickup,Mon,29.3248282,40.9371367,7,8
1791,Delivery,Mon,29.1235694,41.0233391,1,0
1792,Pickup,Mon,29.3244528,40.937368,1,8
1793,Pickup,Mon,29.152153,40.9139812,2,7
1794,Delivery,Mon,29.2110311,40.8979777,1,2
1795,Delivery,Mon,29.2408035,40.8895685,1,2
1796,Delivery,Mon,29.1764003,41.0153371,1,3
1797,Delivery,Mon,29.100196,40.9839305,1,0
1798,Delivery,Mon,29.1779124,40.9963302,1,3
1799,Delivery,Mon,29.1757661,40.9966687,2,3
1800,Delivery,Mon,29.4038129,40.8849259,1,1
1801,Delivery,Mon,29.427072,40.8399903,1,6
1802,Delivery,Mon,29.4323597,40.8444145,1,6
1803,Delivery,Mon,29.1230553,40.9521512,1,7
1804,Delivery,Mon,29.2988618,40.8477129,1,9
1805,Delivery,Mon,29.1277365,40.99203,2,0
1806,Delivery,Mon,29.0861335,40.9891237,1,0
1807,Delivery,Mon,29.1556968,41.0013975,4,0
1808,Delivery,Mon,29.1250699,40.9947092,3,0
1809,Delivery,Mon,29.314976,40.8171888,1,9
1810,Pickup,Mon,29.1237483,41.0231791,4,0
1811,Delivery,Mon,29.1939673,41.0063852,1,3
1812,Delivery,Mon,29.2151832,41.0076799,11,3
1813,Pickup,Mon,29.1487361,40.9267941,116,7
1814,Delivery,Mon,29.1713896,41.0256352,1,3
1815,Delivery,Mon,29.1812873,41.0121695,1,3
1816,Delivery,Mon,29.1696161,41.0126119,1,3
1817,Delivery,Mon,29.2550295,40.9696707,3,3
1818,Delivery,Mon,29.1382213,40.9315769,3,7
1819,Delivery,Mon,29.1162531,40.9413726,1,7
1820,Delivery,Mon,29.1206301,40.9377808,1,7
1821,Delivery,Mon,29.1729842,40.9948442,1,3
1822,Delivery,Mon,29.1790406,40.9987104,1,3
1823,Delivery,Mon,29.2508786,40.9708723,1,3
1824,Delivery,Mon,29.1443259,40.9982977,1,0
1825,Delivery,Mon,29.1403575,40.9973895,1,0
1826,Delivery,Mon,29.1488117,41.0035018,3,0
1827,Delivery,Mon,29.1403575,40.9973895,1,0
1828,Delivery,Mon,29.1774486,40.9970071,2,3
1829,Delivery,Mon,29.1767165,40.996012,1,3
1830,Delivery,Mon,29.1330954,41.0014074,1,0
1831,Delivery,Mon,29.1368591,40.9981062,1,0
1832,Delivery,Mon,29.155532,41.0046419,2,0
1833,Delivery,Mon,29.1562752,41.0082997,1,0
1834,Delivery,Mon,29.1450922,40.9257505,1,7
1835,Delivery,Mon,29.1711289,40.9901316,1,3
1836,Delivery,Mon,29.1475245,40.9764805,1,0
1837,Delivery,Mon,29.1232283,40.9780355,1,0
1838,Pickup,Mon,29.4772649,40.8657348,67,6
1839,Delivery,Mon,29.2416767,40.8745758,1,2
1840,Pickup,Mon,29.197603,40.9086176,11,2
1841,Pickup,Mon,29.1625898,41.0063378,90,0
1842,Pickup,Mon,29.2151252,41.0077329,2,3
1843,Pickup,Mon,29.1208063,40.953014,197,7
1844,Delivery,Mon,29.0988069,40.980615,1,0
1845,Delivery,Mon,29.0988069,40.980615,1,0
1846,Delivery,Mon,29.1192699,40.9940694,35,0
1847,Delivery,Mon,29.1216002,40.9944865,3,0
1848,Delivery,Mon,29.1783694,41.0146536,6,3
1849,Delivery,Mon,29.1785681,41.0146755,1,3
1850,Delivery,Mon,29.1191971,40.9326509,1,7
1851,Delivery,Mon,29.3149522,40.8171816,1,9
1852,Pickup,Mon,29.3923001,40.8877954,1,1
1853,Delivery,Mon,29.1268382,40.8682855,1,7
1854,Delivery,Mon,29.1268387,40.8683021,1,7
1855,Delivery,Mon,29.1785152,41.0147186,1,3
1856,Delivery,Mon,29.3149069,40.8171595,1,9
1857,Delivery,Mon,29.3148953,40.8171596,1,9
1858,Pickup,Mon,29.0862508,40.9889511,61,0
1859,Delivery,Mon,29.2378275,40.8765308,1,2
1860,Delivery,Mon,29.4207197,40.7887423,1,6
1861,Delivery,Mon,29.418252,40.8624366,2,1
1862,Delivery,Mon,29.2684421,40.866528,15,9
1863,Delivery,Mon,29.1327883,40.9783131,1,0
1864,Delivery,Mon,29.1515994,40.9733285,1,0
1865,Delivery,Mon,29.2689171,40.9630235,1,8
1866,Delivery,Mon,29.4433289,40.7954954,4,6
1867,Delivery,Mon,29.3644207,40.8836945,1,1
1868,Pickup,Mon,29.1151545,41.0259327,33,0
1869,Pickup,Mon,29.2256407,40.8894581,7,2
1870,Pickup,Mon,29.14412,40.9872812,7,0
1871,Pickup,Mon,29.22988,40.8930524,2,2
1872,Pickup,Mon,29.3217213,40.9397811,18,8
1873,Pickup,Mon,29.3471646,40.9205719,568,8
1874,Delivery,Mon,29.1038516,41.0282249,1,0
1875,Pickup,Mon,29.4006999,40.8319627,1,1
1876,Pickup,Mon,29.3660833,40.8897374,1,1
1877,Pickup,Mon,29.1737419,40.977883,10,3
1878,Delivery,Mon,29.0880412,41.0254797,2,0
1879,Delivery,Mon,29.2304034,40.8790646,7,2
1880,Pickup,Mon,29.2172716,40.9795559,1,3
1881,Delivery,Mon,29.1575069,41.016257,4,0
1882,Pickup,Mon,29.3953259,40.8776871,196,1
1883,Delivery,Mon,29.5840859,40.8316049,1,5
1884,Delivery,Mon,29.115693,41.0256449,6,0
1885,Delivery,Mon,29.5725343,40.849006,1,5
1886,Pickup,Mon,29.1961918,40.9905588,1,3
1887,Pickup,Mon,29.3954894,40.7940224,1,6
1888,Delivery,Mon,29.2249108,41.0114286,4,3
1889,Pickup,Mon,29.1239211,40.9494042,6,7
1890,Pickup,Mon,29.3252713,40.937482,4,8
1891,Delivery,Mon,29.2246447,40.8932361,1,2
1892,Delivery,Mon,29.2260842,40.8954898,1,2
1893,Pickup,Mon,29.1133097,41.0096435,1,0
1894,Delivery,Mon,29.1783115,41.0146919,1,3
1895,Delivery,Mon,29.1783607,41.0146498,1,3
1896,Pickup,Mon,29.1287004,41.0261346,152,0
1897,Pickup,Mon,29.2992269,40.8477747,42,9
1898,Pickup,Mon,29.2575073,41.0087748,29,3
1899,Delivery,Mon,29.3215472,40.9398622,1,8
1900,Delivery,Mon,29.4283425,40.857087,1,1
1901,Delivery,Mon,29.3215508,40.9398598,1,8
1902,Delivery,Mon,29.4326856,40.7983803,1,6
1903,Delivery,Mon,29.1784937,41.014681,2,3
1904,Delivery,Mon,29.1785681,41.0146875,1,3
1905,Pickup,Mon,29.4432357,40.7954936,7,6
1906,Delivery,Mon,29.1269567,40.868215,3,7
1907,Delivery,Mon,29.1268465,40.8682995,1,7
1908,Delivery,Mon,29.1268946,40.868267,1,7
1909,Delivery,Mon,29.3148996,40.8171565,1,9
1910,Pickup,Mon,29.2149494,41.0092551,10,3
1911,Delivery,Mon,29.4562868,40.8358937,1,6
1912,Delivery,Mon,29.1782987,41.0147282,2,3
1913,Delivery,Mon,29.1782578,41.0147091,1,3
1914,Delivery,Mon,29.1785412,41.0147106,1,3
1915,Delivery,Mon,29.0861726,40.9891177,5,0
1916,Delivery,Mon,29.0861335,40.9891237,1,0
1917,Pickup,Mon,29.086132,40.989159,31,0
1918,Pickup,Mon,29.394525,40.8427946,2,1
1919,Delivery,Mon,29.1241817,41.0093148,1,0
1920,Delivery,Mon,29.2006704,41.0084627,1,3
1921,Pickup,Mon,29.1284544,40.9234927,40,7
1922,Delivery,Mon,29.1131421,40.990754,2,0
1923,Delivery,Mon,29.3472264,40.9205536,132,8
1924,Delivery,Mon,29.0988069,40.980615,6,0
1925,Delivery,Mon,29.0988069,40.980615,4,0
1926,Delivery,Mon,29.0988069,40.980615,1,0
1927,Delivery,Mon,29.0988069,40.980615,6,0
1928,Delivery,Mon,29.0988069,40.980615,2,0
1929,Delivery,Mon,29.1250984,40.9946715,1,0
1930,Delivery,Mon,29.2304682,40.8790133,5,2
1931,Delivery,Mon,29.2839873,40.8585095,1,9
1932,Delivery,Mon,29.440826,40.8399734,12,6
1933,Delivery,Mon,29.4200091,40.7886042,1,6
1934,Delivery,Mon,29.145386,40.9766783,1,0
1935,Delivery,Mon,29.289648,40.8572284,1,9
1936,Pickup,Mon,29.1019976,40.9811689,1,0
1937,Delivery,Mon,29.2365675,40.891664,1,2
1938,Delivery,Mon,29.3253527,40.9374212,5,8
1939,Delivery,Mon,29.325293,40.9373046,1,8
1940,Delivery,Mon,29.3352857,40.8636093,1,9
1941,Delivery,Mon,29.3252287,40.9373246,3,8
1942,Delivery,Mon,29.3646473,40.8837119,1,1
1943,Pickup,Mon,29.3949818,40.8858252,1,1
1944,Pickup,Mon,29.1008658,40.9990988,5,0
1945,Pickup,Mon,29.1651024,40.9201482,15,7
1946,Pickup,Mon,29.1377149,41.0120554,1,0
1947,Delivery,Mon,29.1375164,40.937588,1,7
1948,Pickup,Mon,29.4456727,40.8665503,1034,1
1949,Delivery,Mon,29.1328919,41.0197832,1,0
1950,Delivery,Mon,29.1376874,41.0195409,1,0
1951,Delivery,Mon,29.1508061,41.0041336,2,0
1952,Delivery,Mon,29.1353347,40.9224332,3,7
1953,Delivery,Mon,29.135366,40.9224751,1,7
1954,Delivery,Mon,29.4457031,40.8667008,1,1
1955,Delivery,Mon,29.3071703,40.8742972,1,9
1956,Delivery,Mon,29.4454227,40.8666949,1,1
1957,Delivery,Mon,29.1387086,40.9307952,1,7
1958,Delivery,Mon,29.1386783,40.9307641,1,7
1959,Delivery,Mon,29.4388003,40.837551,5,6
1960,Delivery,Mon,29.166496,40.9209147,5,7
1961,Delivery,Mon,29.3484153,40.9206654,1,8
1962,Delivery,Mon,29.2789795,40.818173,1,9
1963,Delivery,Mon,29.1900735,40.9951928,3,3
1964,Delivery,Mon,29.158228,40.9998569,1,0
1965,Delivery,Mon,29.2241552,41.0232372,3,3
1966,Delivery,Mon,29.4477321,40.8029456,1,6
1967,Delivery,Mon,29.5018508,40.8064721,1,5
1968,Pickup,Mon,29.1176893,41.026638,2,0
1969,Delivery,Mon,29.4629256,40.8031067,1,6
1970,Delivery,Mon,29.1618123,40.9093813,1,7
1971,Delivery,Mon,29.1254342,41.0258735,1,0
1972,Delivery,Mon,29.1254342,41.0258735,2,0
1973,Pickup,Mon,29.4668142,40.7970849,93,6
1974,Delivery,Mon,29.1047725,40.9803752,1,0
1975,Delivery,Mon,29.1171078,41.0258047,1,0
1976,Pickup,Mon,29.1435731,40.919344,1,7
1977,Pickup,Mon,29.1482545,41.0040281,22,0
1978,Pickup,Mon,29.1570345,41.0042285,1,0
1979,Pickup,Mon,29.1101459,41.0302851,1,0
1980,Pickup,Mon,29.3747661,40.8090296,1,6
1981,Pickup,Mon,29.2190722,40.9145577,4,2
1982,Pickup,Mon,29.2992638,40.9055695,1,8
1983,Pickup,Mon,29.3752688,40.8999219,3,1
1984,Pickup,Mon,29.3002296,40.8481653,1,9
1985,Delivery,Mon,29.3438627,40.8664276,1,1
1986,Delivery,Mon,29.4354985,40.8433942,3,6
1987,Pickup,Mon,29.3150298,40.8172104,11,9
1988,Pickup,Mon,29.3150766,40.8171923,6,9
1989,Delivery,Mon,29.3092998,40.8404027,1,9
1990,Pickup,Mon,29.4113666,40.8428416,23,1
1991,Delivery,Mon,29.3974346,40.8308442,3,1
1992,Pickup,Mon,29.3149944,40.8172212,5,9
1993,Delivery,Mon,29.4050318,40.7786915,2,6
1994,Delivery,Mon,29.405047,40.778688,1,6
1995,Pickup,Mon,29.3781176,40.8718109,1,1
1996,Pickup,Mon,29.1422513,40.9973309,5,0
1997,Pickup,Mon,29.1990361,40.9094404,1,2
1998,Pickup,Mon,29.2494933,40.8717812,2,2
1999,Delivery,Mon,29.1382871,40.930563,1,7
2000,Pickup,Mon,29.46683,40.7970907,10,6
2001,Pickup,Mon,29.148804,40.9399915,1,7
2002,Pickup,Mon,29.4360439,40.8015019,15,6
2003,Pickup,Mon,29.4141079,40.7870986,10,6
2004,Delivery,Mon,29.1168845,41.0325827,1,0
2005,Delivery,Mon,29.1134958,41.035547,1,0
2006,Delivery,Mon,29.2336842,40.9074537,3,2
2007,Delivery,Mon,29.145581,41.001586,1,0
2008,Delivery,Mon,29.2808444,40.9599168,1,8
2009,Delivery,Mon,29.321484,40.9398215,3,8
2010,Delivery,Mon,29.2830768,40.855798,1,9
2011,Delivery,Mon,29.2843117,40.8552796,1,9
2012,Delivery,Mon,29.3215512,40.939857,3,8
2013,Delivery,Mon,29.2357865,40.8782105,1,2
2014,Delivery,Mon,29.235512,40.8774413,8,2
2015,Delivery,Mon,29.1978265,40.9124454,1,2
2016,Delivery,Mon,29.4273827,40.7884444,1,6
2017,Delivery,Mon,29.4339219,40.7971334,1,6
2018,Delivery,Mon,29.0877835,41.0256653,2,0
2019,Pickup,Mon,29.2121967,40.9807196,4,3
2020,Pickup,Mon,29.1998801,40.9109158,12,2
2021,Pickup,Mon,29.4668274,40.7970939,250,6
2022,Delivery,Mon,29.3072594,40.8253246,8,9
2023,Delivery,Mon,29.3072171,40.8252333,1,9
2024,Delivery,Mon,29.1127848,40.9811529,1,0
2025,Delivery,Mon,29.2717466,40.9642253,1,8
2026,Delivery,Mon,29.3742395,40.8849481,1,1
2027,Delivery,Mon,29.3742555,40.884963,11,1
2028,Delivery,Mon,29.1143226,41.0318493,1,0
2029,Delivery,Mon,29.1137573,41.0292471,1,0
2030,Delivery,Mon,29.1050835,41.0435906,1,0
2031,Delivery,Mon,29.118979,41.0362646,1,0
2032,Delivery,Mon,29.1175316,41.0367719,1,0
2033,Delivery,Mon,29.1103768,41.030689,1,0
2034,Delivery,Mon,29.1168577,41.025815,1,0
2035,Delivery,Mon,29.1158455,41.0266047,4,0
2036,Delivery,Mon,29.4396897,40.8376078,1,6
2037,Pickup,Mon,29.4666514,40.797146,96,6
2038,Delivery,Mon,29.1591575,40.984872,1,0
2039,Delivery,Mon,29.1098913,40.9854926,1,0
2040,Delivery,Mon,29.4432116,40.7954852,3,6
